merchant,category,amt,lat,long,trans_num,merch_lat,merch_long,cc_num
fraud_Schulist Ltd,food_dining,31.85,26.7383,-80.276,7a2d7ffade2ede172554db004715d19a,26.18762,-79.409951,2229378226512508
fraud_Kihn-Fritsch,food_dining,7.96,43.9742,-71.1503,663c8c58b9c5d647853f6b0da7eb80db,43.698867,-70.771326,213173753804333
fraud_Lynch-Wisozk,home,17.5,38.5662,-121.3286,767a6505a03775291f01fc2e84540c43,39.388925,-121.420945,4640395708703
fraud_Dickinson Ltd,personal_care,61.14,38.4305,-90.387,b921bf4781ab0925b9bfad11fdb709e9,38.450651,-89.577075,3590736522064285
fraud_Welch Inc,misc_net,92.44,38.4921,-85.4524,e97a7450c20f36dea493d8702f47f8dc,39.296217,-85.553437,2297447006766555
fraud_Hills-Boyer,personal_care,130.65,33.4783,-90.5142,5b4111892b038dd340997cafb0f1f5ba,33.065694,-91.274244,36581538659449
"fraud_Prosacco, Kreiger and Kovacek",home,44.19,47.1709,-100.7944,468abd0fb607dc44429071b8b3e267ea,47.416332,-100.568328,630425673344
fraud_Kassulke PLC,shopping_net,3.12,40.6152,-74.415,d6fc2038a4e43f2fa4e7951f28538337,39.975851,-74.427575,676173792455
"fraud_Denesik, Powlowski and Pouros",home,62.0,38.8881,-104.6556,d0578f7aeeb06e83eb2fa733a2759e32,38.123086,-105.511928,60423098130
fraud_Rau-Grant,kids_pets,55.3,37.1935,-89.0933,72de7662f124557e514c1b5f68dcbcfd,36.868586,-89.428053,4514242065619750
fraud_Macejkovic-Lesch,shopping_pos,7.46,40.333,-73.9809,f5e3a8a657281fdab66366dfa306cce7,40.505388,-73.614691,3567697931646329
"fraud_Graham, Hegmann and Hammes",food_dining,58.67,46.5522,-96.7909,1a3358e042de4a95383c231772925c73,45.917921,-96.982872,676298633337
"fraud_Moore, Williamson and Emmerich",home,37.02,41.5205,-80.0573,cc6b68b3297bf88ebc5aeca17be7d53b,40.625222,-80.505442,6011381817520024
fraud_Ankunding LLC,shopping_net,98.67,39.3036,-89.2853,51fac230026fb45f8c92c2dc49a58ffc,39.929746,-89.437897,4378993458389626
fraud_Treutel-King,travel,5.49,31.9571,-98.9656,7cb6dafd212caaae60dfa07ed1db68cd,30.985956,-99.654252,501828204849
fraud_Waters-Cruickshank,health_fitness,110.85,26.1184,-81.7361,c3201f0f6e44a3d5980fe599be3acc4e,25.949027,-81.614795,3572976568630035
"fraud_Hintz, Bauch and Smith",health_fitness,189.64,43.0351,-108.2024,2a342ddff1700bbea0aa6cfbc2215c6e,43.890405,-108.059406,30175986190993
fraud_Crona and Sons,kids_pets,8.92,32.3739,-90.1293,6a22a4daffd8b2b0984ed366f66ffba0,32.319881,-89.437195,378904938837132
fraud_Powlowski-Weimann,food_dining,49.47,48.8328,-108.3961,45fb3b175fba365a8e9f938e324ef338,49.681365,-109.112169,3561963695236764
fraud_Lesch Ltd,shopping_pos,7.68,32.9276,-97.2489,991823f1bffa8349223750fb1eabd1c7,31.963209,-96.904265,3551217896304745
"fraud_Hermiston, Pacocha and Smith",health_fitness,13.62,33.9349,-80.8449,91e4e957e910cc0e372003038604f822,34.614598,-80.183847,213136802746375
fraud_Gislason Group,misc_pos,2.96,42.2203,-83.3583,96030f6f1cc3ea4240501f6776f10c17,42.462171,-83.656903,2512312531485080
"fraud_Streich, Rolfson and Wilderman",kids_pets,31.09,37.7418,-80.4626,ce0fdccb3a7a01cc87b2a31ab3151509,37.412565,-81.242442,6528911529051375
fraud_Kuphal-Toy,food_dining,62.19,34.5444,-102.1069,a14f3e49a67b056ad6cca71aa13713ef,35.391806,-101.768692,3501942333500073
fraud_Klein Group,entertainment,32.51,41.0539,-106.0763,550915f6467715839e3c06f2dd02ecba,40.653739,-106.907932,4220495028289516646
fraud_Crooks and Sons,personal_care,8.53,42.8062,-100.6215,ae5c497c475e6aeeb207fffddb1e1294,42.298573,-100.944648,36153880429415
"fraud_Roberts, Ryan and Smith",personal_care,44.34,41.5686,-83.3632,2f0c88053759a0e274a96c215a7d1d4b,41.769698,-83.657649,2231186809828225
fraud_Rau-Robel,kids_pets,5.63,33.413,-81.69,ff95d98a72d037860cf2b54185a6ef08,33.135096,-82.237894,180046617132290
fraud_Dickinson Ltd,personal_care,37.3,38.9621,-94.5959,7ee6622231228dff2714251cf2e4d220,39.12601,-94.953735,3540862542587229
fraud_Reilly LLC,home,109.09,36.8809,-82.0956,69052bb8cc7abe97c7d3b708219b52e7,37.852809,-81.248184,30434173205605
fraud_Kozey-Boehm,shopping_net,156.72,39.9148,-80.731,172c9b3576b1fb30e7782397c2688978,39.88169,-80.606705,6011109736646996
fraud_Bode-Rempel,kids_pets,71.62,40.3406,-120.2824,55acf5b2e8fd39597769e5d2aa8fd998,39.747596,-121.0257,4783226709001
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,456.22,40.6152,-74.415,b723deda481fac40afc6fde947cf9033,40.66616,-75.172194,6011603272871604
"fraud_Pouros, Walker and Spencer",kids_pets,55.03,43.0048,-108.8964,6d71e7c09b8c2aa5c2bc5cebb6f560dd,42.409141,-109.050065,38580485618059
fraud_Altenwerth-Kilback,home,27.12,39.0298,-77.0793,c3939b412c44c4eece77f4a527479629,38.311119,-78.008794,30029052116970
fraud_Howe PLC,entertainment,108.15,40.732,-73.1,2f2d493c134cbc0ef4221b2627117a2c,40.832063,-72.356489,581508178315
fraud_Spencer-Runolfsson,misc_pos,9.91,40.8626,-91.9534,3a037e9fc851b4251220ba3e3ed6bc06,40.044787,-92.283528,4259996134423
fraud_Volkman PLC,food_dining,28.56,38.5957,-99.554,b7c89d38afecf5c0930cb4432965bc2d,38.098088,-99.535354,6011626928491360
"fraud_Quitzon, Green and Bashirian",shopping_pos,11.35,32.3836,-94.8653,3cb5260cf5a2700f68db3678cf44e3bc,31.806895,-95.824114,60427851591
fraud_Shields-Wunsch,health_fitness,15.42,39.7417,-93.6289,d564d41f11059ef2932499c953727e4e,40.449446,-93.732536,3597337756918966
fraud_Williamson LLC,misc_pos,41.07,27.4703,-81.4872,3333ee10b2f8627d42f926e02cbaf3b4,26.685826,-81.346494,6011542681743618
fraud_Fadel Inc,health_fitness,25.75,41.1464,-81.5107,598eab1698e379d5a0bfe4f3c5fa2a36,42.038811,-80.703871,3559679414981506
"fraud_Witting, Beer and Ernser",home,37.22,32.7004,-97.6039,3756d8f16facf141398d2139a31127e1,32.511053,-98.404734,4879265611163287
fraud_Carroll PLC,health_fitness,124.73,44.3229,-69.9576,5f87d710757caa8ca8092a1bce999c91,45.047199,-69.451474,4599285557366057
fraud_Pacocha-Bauch,shopping_pos,6.65,28.3011,-82.6927,5035e9c476f3082848e7152521566b01,27.352228,-81.706377,371284424780634
fraud_Fisher-Schowalter,shopping_net,4.49,40.7491,-95.038,9d80986daa16adf45d0fd18d576dbb03,40.354282,-95.469833,30135235368675
fraud_Johns Inc,entertainment,39.42,38.046,-122.1866,5a1c01de54af181764c6b4d68b029a32,39.04377,-121.591377,30197398657930
fraud_Friesen Inc,shopping_pos,9.81,34.8698,-100.6806,f92d4f252b5d5e6ca1f8cb3fa53a384a,35.843207,-100.502663,3598304579370089
fraud_Gerhold LLC,home,55.67,44.402,-70.8601,52aeaefaf737d9d94b5d054040dc9429,44.45324,-69.891706,501899453424
fraud_Effertz LLC,entertainment,117.46,45.671,-121.8686,407a3697ce37efa070a6659c94b4de5a,45.728391,-121.574391,4010002218955876
fraud_Eichmann-Kilback,home,61.7,41.229,-85.3244,2a711d250929d7547ee85415404c1ed6,41.325752,-85.496549,4254074738931278
fraud_Nolan-Williamson,kids_pets,8.95,42.9576,-75.4838,0a6e2406f3b2513bbffbf7cf8597a6fd,43.791043,-74.816291,581293083266
"fraud_Dare, Casper and Bartoletti",kids_pets,66.94,41.0767,-74.5982,61abfc5e98188a0d8dc3c9512412d0fe,40.925296,-75.108864,3538520143479972
fraud_Maggio-Fahey,misc_pos,72.62,41.0539,-106.0763,8a3e2640447081526ea10b5df511e5e1,40.970728,-106.633905,4503101193493052864
fraud_Predovic Inc,shopping_net,31.66,41.2419,-81.7453,e836f0b755271bb391376c8747de5732,41.997075,-81.516346,344709867813900
fraud_Metz-Boehm,shopping_pos,1881.53,34.9572,-81.9916,4c4841f79d838ed6fe2c9a0f23bfbc50,34.709044,-82.585103,6597248210463122
fraud_Denesik and Sons,shopping_pos,3.17,41.0935,-81.0425,4edadec5727b1ddaa644925f1bd66ef5,40.859421,-80.528177,675990301623
fraud_Jast-McDermott,shopping_pos,7.51,42.9207,-91.0685,1826914511ca4a0abdf558f59251d2c1,42.58733,-91.339385,213120463918358
fraud_Price Inc,shopping_net,62.44,35.9335,-84.1481,09a7e44e3074e4231e38003d2bee5569,35.953776,-83.183658,4777065439639721
fraud_Streich Ltd,home,7.46,41.0646,-87.5917,6e7e8df3b997f3c381a4b81db3487834,40.105297,-87.197229,378858024506425
fraud_Nolan-Williamson,kids_pets,54.15,40.3087,-76.2963,26d9f09029bed36b06f8bf8dc35245e6,39.735693,-76.62979,4715741951931168360
fraud_Crona and Sons,kids_pets,103.54,44.8816,-73.6408,a73b532566688d52d443b6e511066443,44.474407,-74.635236,30234966027947
fraud_Schoen Ltd,kids_pets,103.09,44.3481,-89.1101,bbfc53a8e215e4d7876ccbe83510ce6e,44.411489,-89.326395,30428204673351
"fraud_Swaniawski, Nitzsche and Welch",health_fitness,42.67,34.3396,-89.5736,f088d0212f3be8cec360c82150bd0e77,34.312576,-89.685358,341542810616333
fraud_Conroy-Emard,food_dining,6.08,41.0646,-87.5917,2856807e2595d232ec4751b7ccd6cb58,41.513909,-87.945399,4247921790666
fraud_Fahey Inc,kids_pets,41.13,30.251,-92.5002,f847f5f92bff3b93f09d04c758b3ae1b,29.266139,-93.257683,4067137330196900
fraud_Stiedemann Inc,misc_pos,12.92,33.9315,-87.6194,994db9e3f86d42649d0e212aaea5b54f,33.10677,-86.912578,2576709887791552
fraud_Keeling-Crist,misc_pos,81.78,32.5486,-80.307,b34cff705875d919a1f32a7ed069c008,32.845422,-80.379484,30343344410970
fraud_Greenholt Ltd,health_fitness,34.01,41.4682,-72.5751,123ed9f1bc2a31d28d355cfa4e7682f5,40.73109,-71.73349,30044330818990
fraud_Hoppe-Parisian,kids_pets,82.25,33.0437,-81.7106,2405c5025e73d2e8fe8dd2caf8808f99,32.496697,-82.212838,502038091380
fraud_Mohr Inc,shopping_pos,2.91,40.2236,-76.538,fc7348c90ce763398a166e9973c32575,41.198152,-77.208296,3523898249167098
fraud_Bins-Howell,personal_care,24.55,34.9572,-81.9916,26738665171f877f251acf5be71c52ac,35.730642,-82.762642,30230540139182
fraud_Little Ltd,kids_pets,222.08,48.2777,-112.8456,8fb78066c02d9c07b758d7aaf03b84f7,48.728813,-113.486252,4536996888716062123
fraud_White and Sons,home,61.82,35.9946,-81.7266,51719a63ec235ab013f62e37a37fc745,35.191893,-80.99588,3533800906065217
"fraud_Hauck, Dietrich and Funk",kids_pets,34.82,36.1183,-79.5685,0245fb8523d177f9c0998670ae51ccfc,36.280597,-78.948355,3560697798177746
fraud_Wisozk and Sons,misc_pos,6.12,42.1939,-76.7361,7cf3dd1b234497ba305449788e2fc795,42.371518,-76.933242,2252055259910912
"fraud_Cronin, Kshlerin and Weber",health_fitness,54.22,32.2768,-95.3031,f19985d01173d5656cefef822ad7c6d8,32.904611,-95.369637,3568255211412877
"fraud_Feil, Hilpert and Koss",food_dining,52.99,46.4959,-90.4383,f2b96ab01d3a9230b467a0c776c09da4,46.038642,-89.551902,371226440126102
fraud_Schoen Ltd,kids_pets,44.87,44.8696,-92.8234,b0db9615bef67451849b713bb8551109,43.903187,-91.887008,630424987505
fraud_Bauch-Blanda,entertainment,1.52,30.2508,-89.6011,63ae1ab47a5368e552283d53f04a0189,29.713001,-90.079349,4104312520615374
fraud_Grimes LLC,entertainment,48.85,44.7957,-110.6137,56faeaa96c6f8ffa0a131ee8774c9465,44.945198,-111.283947,630484879808
"fraud_Graham, Hegmann and Hammes",food_dining,17.39,38.577,-90.5255,b9bf708f1ae11b1012aabf7d8961df6f,38.516416,-91.088412,6540981358631302
fraud_Schumm PLC,health_fitness,47.12,39.4055,-75.3209,8481624310504e7dac81026329f7e951,38.441458,-76.114339,4681601008538160
fraud_Brown-Greenholt,entertainment,15.67,24.6557,-81.3824,859d5e3f41cc40a4b9dcec189d2694d3,25.562625,-81.812661,3526826139003047
fraud_Rolfson-Kunde,personal_care,32.61,41.2403,-82.6078,a38b8a503bbd5b6517c6ecda1ee4d968,41.134903,-82.311256,2706977570537524
fraud_Shanahan-Lehner,personal_care,44.35,39.8788,-82.188,82f2af1dd656b6e3a5c06be656b1ea45,40.782548,-81.849604,4210078554961359092
fraud_O'Keefe-Wisoky,food_dining,38.84,32.6786,-81.2455,19a0825691e23d95c31a24162beea3b8,33.437508,-81.527471,4482427013979020
fraud_Wuckert-Goldner,home,88.67,45.7801,-111.1439,98f845094f14ab7c1fe861d5e4e19de6,45.033353,-110.733222,4025612008285111
fraud_Pouros-Conroy,shopping_pos,3.57,40.2236,-76.538,27e435bbd3a83dc084d83f0f11d2e0cb,39.231873,-76.023854,573860193545
"fraud_Witting, Beer and Ernser",home,148.12,32.5486,-80.307,ef92bbb13ac2aa7edfcaf18e1bd5d019,32.332915,-79.529226,30026790933302
fraud_Kuhn LLC,shopping_pos,161.37,31.6143,-82.7243,ad4cccf4190c15a3843c298e25e3b41b,30.844109,-83.494447,2229824890647120
fraud_Maggio-Fahey,misc_pos,552.46,43.6088,-83.953,c1f091d12f1b998ef0f126515a46f3be,44.032116,-83.106991,4149635823017
fraud_Hickle Group,shopping_pos,8.51,46.3535,-86.6345,92c074755735ddceefb5945b91b7e668,47.135979,-86.412023,676281772837
fraud_Skiles LLC,home,45.67,37.9943,-88.9417,62b1c65b11e31f740ae17771d2646965,37.122514,-88.328393,4424338559877976
fraud_Weimann-Lockman,kids_pets,36.69,33.5623,-112.0559,0f3ed907cf6322efd9492facf5bb2528,33.663207,-111.93532,30131826429364
"fraud_Lesch, D'Amore and Brown",food_dining,5.89,41.1558,-101.136,e512d2d677ccb2dbadd9f50d0f3eab2c,40.546102,-101.624613,6544734391390261
fraud_Boyer PLC,misc_pos,41.92,40.7641,-84.0973,8639d4ad157cc7e3761522d692598544,40.036255,-84.890546,630471368021
fraud_Kling-Ernser,entertainment,167.02,30.4066,-91.1468,fb6915d0b077146d690f4c7a33be7fec,30.63821,-91.497515,4239436242473
"fraud_Lubowitz, Terry and Stracke",personal_care,88.3,28.1384,-80.6524,872532529b83689b468fe439cc5a98c6,28.635917,-79.704019,372382441451095
fraud_Windler LLC,kids_pets,21.31,26.4215,-99.0025,1cd4c5022ab19c86cec010cf264e2fd7,25.680009,-99.987469,3566373869538620
fraud_Cartwright PLC,kids_pets,94.2,39.596,-86.1309,3e7b542501c179218147650048d4971f,39.294812,-86.289134,2720894374956739
fraud_Pacocha-Bauch,shopping_pos,50.41,27.9865,-82.0139,40a99e4d620ce1f2b82d45464905d3a0,28.167899,-82.959513,370877495212014
fraud_Reilly and Sons,health_fitness,19.03,35.0203,-106.5503,63c4e7a4d49204bf0f35286e8e62c5f0,35.861878,-105.587001,3596357274378601
fraud_Ratke and Sons,health_fitness,14.89,44.0577,-76.0196,fd75fcbc0d725eb7578e36d052551995,44.068256,-76.909719,4708992452821239
fraud_Zboncak LLC,food_dining,6.55,41.71,-111.9817,c4f64549b485d37f18ef7086500f292c,40.75604,-112.027357,2450829271795901
fraud_Emmerich-Rau,personal_care,41.27,44.6255,-116.4493,7ec83be59ca440f776254efc7b3432d4,44.50375,-116.165769,343472729187663
fraud_Marvin-Lind,personal_care,252.46,30.5354,-95.4532,17c12f2274299a55df783dc41ac34009,29.742803,-94.781998,30263540414123
fraud_Wiza LLC,misc_pos,355.74,43.0351,-108.2024,88128c4d3ec19f0cf3459853cb7a6319,42.280586,-108.411593,3592931352252641
"fraud_O'Reilly, Mohr and Purdy",home,24.93,43.8065,-73.0882,bf5172ae67b986d32926b2a3f8b3b6a9,43.972745,-73.449261,342319985983023
fraud_Torp-Lemke,misc_pos,313.38,40.4109,-74.238,ecd3cd25db10be244d08d0a9bf1d0ede,40.96964,-74.160249,372509258176510
"fraud_Reichel, Bradtke and Blanda",travel,1.03,29.0393,-95.4401,c13e23ca386474672d03d0028cda9ffb,29.184856,-94.726437,30266994494236
fraud_Douglas-White,entertainment,67.75,34.3795,-118.523,9cf4d48cea40f8e6ae1a6813757045bd,33.52935,-118.160218,6011917798331152
"fraud_Effertz, Welch and Schowalter",entertainment,62.35,41.8467,-74.1038,dae69107dd096ef0ec9c5d2322dd3d02,41.652797,-74.709973,30248898834493
fraud_Jerde-Hermann,travel,3.34,40.813,-83.4196,bc5b562c280e3ea43d5b6124f4ca3d86,40.618236,-83.341865,3556613125071656
fraud_Kassulke Inc,entertainment,13.46,34.9889,-106.0609,d7f39f5f51f498218d8c625afe37c966,35.492449,-105.688423,340951438290556
fraud_Ernser-Feest,home,69.11,45.2857,-108.9082,4dfddb164d7b0fadda84e3873850bc0a,45.783381,-108.264676,6538891242532018
fraud_Bruen-Yost,misc_pos,8.69,32.9413,-81.1807,b88b90db1db5ad895a635b95064811d3,33.326021,-81.651078,3535808924394848
fraud_Botsford Ltd,shopping_pos,9.16,36.4715,-82.4834,2964f8aadd99dcfc7e675375c12fcaa9,35.96052,-83.289973,4379260813815979609
fraud_Ankunding-Carroll,travel,4.36,41.0036,-78.1104,4a2301a36c1f4aa8878a470e18829e5f,41.637348,-78.275198,580954173374
fraud_Marvin-Lind,personal_care,39.51,39.3036,-89.2853,08e42ee94e1a342d25fefb3a68e71729,39.099211,-89.911079,676234256292
fraud_Waelchi-Wolf,kids_pets,14.63,39.0319,-88.4074,9bb46379a261a3f231a3bcf31f80d0f9,39.878585,-87.710613,6011652924285713
fraud_Pouros-Haag,shopping_pos,1.18,36.522,-87.349,c8ceccee9cb9cf06107432454a211448,35.785532,-87.720425,6011348830550197
"fraud_Torp, Muller and Borer",health_fitness,36.63,32.274,-104.0914,8a5da7898d9867bdbd41744b175b430a,32.691699,-104.683031,584673555952
fraud_Sporer-Keebler,personal_care,4.7,44.0575,-69.9656,f2f8dcb3b3c13461de92ef089b103f21,44.445912,-69.845862,4070511711385545
"fraud_Becker, Harris and Harvey",personal_care,6.55,40.8027,-81.3739,c2e2ec42a1d98fc4f6c22ba9d397cf71,41.513059,-82.008669,4561546772499
fraud_Bahringer Group,health_fitness,96.05,41.4575,-74.1659,42ecebde5132bfbe924ce88057ec27be,41.399449,-73.853894,676369110710
"fraud_Gutmann, McLaughlin and Wiza",home,13.36,38.6411,-100.138,26eba26e748d236f9ae9212d13a49432,38.770019,-99.82933,4653178848915023204
fraud_Bahringer Group,health_fitness,23.34,42.6853,-73.8253,a2144256486802ca3618003966381467,41.688206,-73.931599,6011681934117244
fraud_Pagac LLC,shopping_pos,8.18,38.8089,-78.7776,5c86bdb9363493381adfe7a585136edc,37.896448,-78.107834,38295635583927
"fraud_Lakin, Ferry and Beatty",food_dining,9.07,41.4802,-86.6919,8006ab0d6fca7b25ff04c2f788506f9b,42.293905,-87.045337,370612217861404
"fraud_Cole, Hills and Jewess",home,107.71,37.7878,-122.1884,f5ca9e353f1a8e40337315a1d1773db4,36.832297,-122.643996,4488941175228467
fraud_Padberg-Sauer,home,22.74,29.3641,-98.4924,a63621e7e4dad21b0cdd6ecc6f31411c,29.938746,-97.734215,4634955908138648
fraud_Kozey-Boehm,shopping_net,4.68,37.0581,-86.1938,05f8f3d9bd0d70ed2f59131c35c58be8,37.673167,-86.154883,4861310130652566408
fraud_Nader-Maggio,personal_care,30.48,40.9493,-78.3129,93f0f20478d1c59b2229db2c858f459d,40.427063,-79.22495,4450831335606294
fraud_Bins-Tillman,entertainment,114.22,41.4802,-86.6919,9b90ef77743f21937ca68dcbd8c3b00a,42.472831,-87.590235,630469040731
fraud_Cormier LLC,health_fitness,73.37,39.5483,-119.7957,ce1d4f182e0f05ff32ff2baa21880c8a,39.808784,-118.811614,503848303379
"fraud_Larkin, Stracke and Greenfelder",entertainment,19.22,35.9866,-106.0654,714216bb67d78b0adfea59b2065a451f,35.904748,-105.37847,371034293500716
fraud_Rau-Robel,kids_pets,12.05,32.9643,-96.6012,17704bf1b7bd954249cc360f78592250,32.926603,-97.436468,568279015842
"fraud_Runte, Green and Emard",health_fitness,168.15,42.0144,-88.0935,5ad686cf10c617e443e564926a281829,41.911365,-88.177836,3506040590383211
fraud_Marvin-Lind,personal_care,43.22,41.6125,-122.5258,d0251e7831669bdcd674aa970b0c475a,42.197516,-121.740167,375904527651269
"fraud_Lehner, Reichert and Mills",misc_pos,51.77,24.6557,-81.3824,14935285454fc6665d27efdaf0f3f64a,25.518574,-80.632059,4500002361389
fraud_Ebert-Daugherty,travel,8.27,40.0369,-75.0664,479072e8416da42a784ba433397ad673,41.009564,-74.266427,4874017206859125
"fraud_Rohan, White and Aufderhar",misc_net,4.54,40.4679,-77.8967,55c0eb89932359d67e268708fb6a846d,39.800444,-77.485215,2274911989136158
fraud_Schmeler-Howe,personal_care,1.97,42.5164,-82.9832,2fcf60a87c7475179e2225be234a1b6f,42.850909,-82.188012,2657850734909997
fraud_Osinski Inc,personal_care,23.33,39.0298,-77.0793,3d11340fab65815a86edd2c5386dd664,39.381571,-76.848057,4518350514020532
"fraud_Bernhard, Grant and Langworth",shopping_pos,136.58,41.4802,-86.6919,5d920a609c9606882f756297d3aba54b,41.406537,-86.533296,4428154703770710
fraud_Macejkovic-Lesch,shopping_pos,3.09,40.6761,-91.0391,b8565ce8834eb042e86a0263a7dae4f1,41.143338,-90.502649,342351256941125
fraud_Bogisich-Weimann,kids_pets,46.34,44.1554,-72.4847,edfa5b345d55d670980266990fd061fa,44.157774,-71.5398,4066595222529
"fraud_Denesik, Powlowski and Pouros",home,83.24,35.1836,-81.4552,4fe787c4abdbbfcd7cb5b74b4064cd02,34.312845,-81.751375,675945690716
"fraud_Hagenes, Kohler and Hoppe",food_dining,41.96,36.7558,-83.1838,d57e5bf7b6afd51254816e274a75d6ce,37.137629,-82.236135,4584931703207308232
fraud_Stark-Koss,home,53.48,41.2419,-81.7453,809c62f7f32bbf91fb6bf7700a6315ed,41.916053,-81.538148,676275912597
fraud_Heller PLC,health_fitness,27.25,42.1939,-76.7361,9d6df6e416e1e2a01fb28395a7489f04,42.157631,-76.100277,3536818734263520
fraud_Weimann-Lockman,kids_pets,60.4,42.958,-77.3083,f57cadbc4015d164001e9ab33aed4617,42.068937,-78.010144,3540075240003197
fraud_Ziemann-Waters,health_fitness,80.21,39.4125,-80.6352,44eaf18c7009474e4d27e00e6f415fe5,38.527293,-81.353943,4841313716651064
"fraud_Fadel, Mertz and Rippin",entertainment,32.76,42.3669,-82.9938,104612ea8627e7ea7ff867cda24d4031,42.928199,-82.326183,3583293909206278
"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,5.11,30.2508,-89.6011,fff6a1c304254d596afe32e06e2a8a61,30.331042,-90.080735,3500165543009955
"fraud_Larson, Quitzon and Spencer",travel,8.82,38.4305,-90.387,ef22646e8ac5d1cdbe0bb2bcb43bd581,37.485914,-89.469088,3560797065840735
"fraud_Weber, Thiel and Hammes",kids_pets,61.42,40.5716,-74.3167,4083731679dcc2a800a76817b2e8b4f1,39.846208,-74.545112,213178765398315
fraud_Hoppe-Parisian,kids_pets,23.16,44.2529,-85.017,16fc6136f439d3e644f111f84999f6b3,44.617323,-85.999926,345933964507467
fraud_Streich Ltd,home,221.53,33.7467,-117.1721,f918d06822a1fbb6da4d8cd082e94ff6,33.808656,-116.384481,4890424426862856940
fraud_Christiansen-Gusikowski,misc_pos,3.25,46.1838,-101.2589,7d0232549c81b209822c41ba3b0c7644,46.487563,-102.120829,502049568400
"fraud_Wuckert, Wintheiser and Friesen",home,7.21,42.73,-104.7024,96c0d22871bf11e6975f43925dee3332,43.033987,-104.359232,38014427445058
fraud_Barrows PLC,shopping_pos,3.47,40.6152,-74.415,80c2995e1ab04fb93c7b6f79d610dd93,41.366082,-73.972602,376656886990758
fraud_Boyer PLC,misc_pos,8.49,40.5891,-75.4645,eb74a6f3d1a8f0b70c3785a5cd3dfd0d,41.141535,-76.076811,4904681492230012
fraud_Morissette-Schaefer,personal_care,26.44,40.8265,-73.9383,401526606524376bd3842575d2228de1,40.87299,-74.382261,4301028321766222513
fraud_Kuhn LLC,shopping_pos,95.89,35.9335,-84.1481,c7f8bb1abff38315f04fcc283e38a921,36.547285,-84.066803,6592243974328236
"fraud_Roberts, Daniel and Macejkovic",kids_pets,36.33,32.2779,-97.2351,e1eb98debdc8024e4094db8179fb52d5,32.272587,-97.206004,180094419304907
fraud_Schiller Ltd,personal_care,43.49,30.33,-95.0202,5da0a5e370e39697ddfef952407ea89b,30.681297,-94.886405,30551643947183
fraud_Watsica LLC,personal_care,75.69,39.7795,-93.3014,1e774f647e1666bfd3bf9653e2d0cedc,40.662681,-92.930413,4440581794652
fraud_Bartoletti and Sons,personal_care,11.83,30.8836,-84.3246,30bbf47e1bc16519814dad72e188d8af,31.010315,-85.088562,347612609554823
"fraud_Armstrong, Walter and Gottlieb",food_dining,16.54,44.0575,-69.9656,0f568516360344614529d750daeffa63,44.03433,-69.679493,6526777409109795
fraud_Treutel-King,travel,3.36,40.1151,-79.8627,cca31b51750ee866d65a2f5e7818d3dc,39.206862,-79.105943,2383461948823908
fraud_Jakubowski Group,food_dining,71.09,39.9972,-88.6962,6c84ba2b44c1dca03d2b41d346a4f622,39.321006,-88.102307,213198837352314
fraud_Bauch-Blanda,entertainment,7.08,37.7175,-112.4777,136f433374364b35294737c1230386d8,38.69696,-112.854869,6011679934075347
fraud_Herzog Ltd,misc_pos,246.73,41.4802,-86.6919,73c1bffc67c433ebdf4c712f9cb362e7,40.786162,-87.652333,4430881574719618
fraud_Hackett Group,travel,7.06,44.8755,-88.1555,0903d23e9a1c7ad7d9f3be1613661baf,44.715569,-88.479676,3587960728692500
fraud_Reichel Inc,entertainment,2.39,41.2249,-85.0301,247686a1dafe62fbe4309c5d5fe3755f,40.505514,-85.98264,4476840372112
fraud_Conroy Ltd,shopping_pos,122.07,47.2271,-117.0819,07b83334404efce4f3ff3480e2930cae,47.985324,-116.634545,30560609640617
"fraud_Bahringer, Bergnaum and Quitzon",home,71.95,44.1554,-72.4847,e82a4d72a854f5617878b8551836d2ae,44.079062,-72.007575,6592861994408652
"fraud_Cole, Hills and Jewess",home,33.85,24.6557,-81.3824,897f9c6381538de4e6e4688e53cb4ca9,24.170971,-81.546245,3525590521269779
fraud_Schaefer Ltd,kids_pets,105.1,33.9215,-89.6782,a9b0f105516b4c07594f45baf6427a62,34.826923,-89.560916,4635330563105903
fraud_Abernathy and Sons,food_dining,114.38,30.8836,-84.3246,a5b6b0eca88d874e74de1a3491b78d01,29.891735,-84.918105,3576021480694169
fraud_Altenwerth-Kilback,home,39.98,34.7031,-86.3068,68a09c60289f5ca846d35cd618be2ecf,34.567289,-85.551881,60490596305
fraud_Stark-Batz,entertainment,116.53,36.6659,-105.4694,e565ae3e9a18369741363045a85ec4ca,36.815628,-105.649218,3598014571045296
"fraud_Schumm, McLaughlin and Carter",food_dining,23.88,41.1437,-72.2879,7c8b6ced5c0e36a4efd9eff2fdd643d2,40.364916,-71.606441,4996263498048679
fraud_Lynch-Wisozk,home,75.6,26.9379,-82.2388,ba57b66dbcad8fd3eca643e5a71e4238,26.095084,-82.46681,3545109339866548
"fraud_Konopelski, Schneider and Hartmann",food_dining,112.3,27.7898,-82.7243,077282675bd68d279c17faab653d430e,27.257568,-83.307255,5154903938030655
